Unique Class Stereotype,Class Count
entity boundary lazy-class degenerate,1
data-provider,32
boundary lazy-class,5
degenerate small-class,18
boundary data-class small-class,2
data-provider lazy-class degenerate,3
lazy-class data-class small-class,1
lazy-class degenerate,3
lazy-class data-class,1
controller degenerate,1
boundary lazy-class degenerate,9
commander boundary small-class,26
commander boundary,23
boundary,540
degenerate,22
pure-controller small-class,1
factory controller,2
entity commander boundary,9
unclassified,470
controller small-class,2
entity minimal-entity commander boundary,1
small-class,19
data-provider boundary,10
entity minimal-entity boundary,5
entity data-provider boundary,5
pure-controller degenerate,6
commander,15
data-class,6
entity boundary,346
commander boundary data-class small-class,12
entity boundary degenerate,2
factory controller degenerate,1
boundary small-class,6
data-provider data-class,3
boundary degenerate small-class,23
entity boundary lazy-class,2
lazy-class small-class,5
data-provider small-class,6
data-provider boundary lazy-class,2
data-provider boundary data-class small-class,8
data-provider data-class small-class,3
commander boundary lazy-class degenerate,1
data-provider lazy-class,5
data-provider degenerate,1
data-provider boundary data-class,4
pure-controller degenerate small-class,11
entity boundary small-class,17
minimal-entity commander boundary,1
commander small-class,13
boundary data-class,1
commander boundary lazy-class small-class,3
factory controller small-class,1
data-class small-class,12
minimal-entity boundary,1
commander degenerate,2
data-provider boundary small-class,15
controller,2
commander boundary degenerate,2
empty,231
data-provider lazy-class small-class,1
boundary degenerate,19
commander lazy-class degenerate,2
Total,2002
