Unique Method Stereotype,Method Count
get non-void-command factory,1
get wrapper,4
factory,1
factory wrapper,2
property factory,2
get property non-void-command factory collaborator,5
get property set,1
predicate set,5
void-accessor set,2
get predicate non-void-command collaborator,1
property set factory collaborator,5
factory collaborator incidental,1
get property set collaborator,3
get predicate,1
factory wrapper stateless,8
get property wrapper,3
property controller,54
property non-void-command collaborator,2500
get,293
collaborator incidental,3643
get property non-void-command collaborator,11
wrapper stateless,333
predicate,70
void-accessor command collaborator,77
property non-void-command factory collaborator,64
property non-void-command,3468
unclassified,16
factory collaborator stateless,23
destructor,17
property set collaborator,25
property collaborator,137
stateless,65
get predicate non-void-command,1
non-void-command factory,1
get set,1186
void-accessor set collaborator,8
get property non-void-command,2
get property collaborator,17
set,196
incidental,624
wrapper,1112
predicate non-void-command collaborator,67
void-accessor collaborator,2
copy-constructor,1175
factory collaborator,3
controller,68
get controller,1
get collaborator,241
constructor,631
get non-void-command collaborator,32
property wrapper,62
property,223
command collaborator,740
collaborator stateless,45
collaborator,25
set factory collaborator,11
command,1102
property factory wrapper,8
property factory collaborator,29
controller stateless,269
non-void-command factory collaborator,36
predicate controller,14
factory controller,6
empty,71
get property,8
predicate wrapper,25
get non-void-command,26
non-void-command collaborator,17
set collaborator,262
non-void-command,13
get set collaborator,24
factory controller stateless,20
void-accessor command,13
void-accessor controller,3
property factory controller,4
get set factory collaborator,18
property set,11
void-accessor,2
predicate collaborator,7
predicate set collaborator,6
get non-void-command factory collaborator,9
get property factory,2
void-accessor wrapper,5
predicate non-void-command,130
Total,19454
