Unique Class Stereotype,Class Count
commander boundary small-class,2
entity data-provider boundary,4
lazy-class degenerate,3
data-provider boundary degenerate,2
data-provider boundary small-class,26
empty,192
commander,71
degenerate,4
boundary,40
lazy-class,1
unclassified,53
controller small-class,4
data-provider boundary,6
entity boundary,24
lazy-class small-class,1
commander boundary,61
boundary degenerate,3
entity boundary small-class,5
small-class,28
commander lazy-class degenerate,1
pure-controller degenerate small-class,1
entity commander boundary,7
boundary degenerate small-class,1
data-provider boundary lazy-class small-class,1
data-provider,1
commander small-class,9
entity boundary degenerate,1
degenerate small-class,2
data-provider data-class,1
data-provider small-class,3
Total,558
