Unique Method Stereotype,Method Count
factory controller,1
get wrapper,1
get property wrapper,2
get property set collaborator,1
get set,5
property set,4
property non-void-command,43
predicate set,27
property non-void-command factory collaborator,10
get predicate,1
factory wrapper stateless,3
predicate collaborator,4
predicate controller,19
property non-void-command collaborator,118
property controller,26
get,68
collaborator incidental,99
get property non-void-command collaborator,1
void-accessor command collaborator,23
collaborator,6
property collaborator,38
stateless,3
property set collaborator,5
empty,131
predicate set collaborator,21
wrapper stateless,243
constructor,532
set,184
factory controller stateless,5
void-accessor command,12
non-void-command factory collaborator,9
controller stateless,113
property wrapper,51
get non-void-command collaborator,2
incidental,161
void-accessor collaborator,2
copy-constructor,5
factory collaborator stateless,25
predicate non-void-command collaborator,161
wrapper,168
get collaborator,209
void-accessor wrapper,6
predicate non-void-command,132
predicate wrapper,61
get non-void-command,1
non-void-command collaborator,19
get set collaborator,2
factory wrapper,4
predicate,30
get property collaborator,1
void-accessor set collaborator,3
command collaborator,752
property,13
unclassified,2
controller,31
factory collaborator,3
set collaborator,169
non-void-command,9
void-accessor set,2
property factory collaborator,10
factory collaborator incidental,3
command,798
property factory wrapper,2
collaborator stateless,1
get property factory collaborator,1
property factory controller,4
void-accessor controller,6
Total,4607
