Unique Method Stereotype,Method Count
property,3
predicate collaborator,1
void-accessor controller,3
get non-void-command,4
void-accessor set collaborator,3
predicate,2
non-void-command collaborator,7
predicate wrapper,8
void-accessor command,11
get set,4
wrapper,40
destructor,55
property set collaborator,23
void-accessor,2
void-accessor collaborator,1
void-accessor command collaborator,33
collaborator incidental,23
get,16
get property collaborator,1
set,48
constructor,118
property set,5
property command collaborator,1
empty,22
command,86
get property non-void-command factory collaborator,1
unclassified,18
predicate non-void-command,9
property collaborator,7
property non-void-command,21
predicate set,1
command collaborator,17
property wrapper,29
get non-void-command collaborator,3
predicate set collaborator,1
void-accessor wrapper,11
wrapper stateless,22
copy-constructor,1
controller,2
predicate non-void-command collaborator,12
incidental,53
get collaborator,8
controller stateless,8
set collaborator,12
property non-void-command collaborator,75
property controller,7
void-accessor set,1
Total,839
