Unique Class Stereotype,Class Count
commander boundary degenerate,1
boundary lazy-class,1
boundary data-class small-class,1
commander boundary small-class,1
lazy-class degenerate,1
entity data-provider boundary,1
boundary degenerate small-class,2
pure-controller degenerate small-class,2
data-class,1
data-provider,1
boundary,14
data-class small-class,2
entity boundary small-class,3
small-class,17
unclassified,9
empty,160
commander small-class,14
commander,14
data-provider boundary small-class,2
degenerate small-class,3
entity boundary,12
boundary degenerate,1
commander boundary,1
commander lazy-class small-class,30
boundary data-class,3
data-provider small-class,2
data-provider boundary data-class small-class,1
data-provider boundary,4
boundary small-class,15
Total,319
