Unique Class Stereotype,Class Count
small-class,1
entity boundary small-class,1
commander boundary small-class,1
pure-controller degenerate small-class,3
commander,2
data-provider boundary small-class,3
boundary,5
data-provider,3
lazy-class degenerate,2
degenerate small-class,3
data-provider lazy-class small-class,2
entity data-provider boundary,1
entity boundary,2
degenerate,4
data-class small-class,1
commander boundary,4
boundary degenerate,3
empty,47
unclassified,4
entity commander boundary,4
boundary degenerate small-class,2
Total,98
