Unique Class Stereotype,Class Count
degenerate,1
boundary lazy-class,1
degenerate small-class,2
data-provider,1
commander boundary degenerate,1
boundary degenerate small-class,4
data-provider boundary,3
boundary,10
commander degenerate,1
commander boundary small-class,2
data-provider boundary small-class,2
commander,1
entity boundary,7
empty,24
unclassified,3
data-provider degenerate,1
commander small-class,2
boundary data-class,1
boundary degenerate,1
commander boundary,3
entity boundary small-class,1
Total,72
