Unique Method Stereotype,Method Count
property factory controller,1
factory stateless,1
property wrapper,2
predicate,4
command collaborator,50
property collaborator,37
void-accessor command collaborator,3
get collaborator,25
predicate non-void-command collaborator,4
copy-constructor,3
controller,5
incidental,8
get property non-void-command collaborator,1
get,4
collaborator incidental,11
wrapper stateless,21
command,17
unclassified,1
empty,6
collaborator,4
constructor,45
set,3
predicate non-void-command,4
controller stateless,5
predicate collaborator,3
property set collaborator,1
destructor,11
property non-void-command collaborator,21
property controller,10
set collaborator,11
property,3
get property set collaborator,2
Total,327
