Method Stereotype,Stereotype Count
get,1015
predicate,846
property,2214
void-accessor,542
set,442
command,1326
non-void-command,900
collaborator,4059
controller,411
wrapper,404
constructor,1576
copy-constructor,344
destructor,207
factory,116
incidental,430
stateless,505
empty,94
unclassified,24
Total,15455
