Unique Class Stereotype,Class Count
lazy-class degenerate,1
lazy-class,1
boundary lazy-class degenerate,1
data-provider degenerate,1
boundary data-class small-class,1
entity minimal-entity boundary,2
controller,3
data-class,4
data-provider boundary degenerate,11
data-provider boundary data-class small-class,3
controller lazy-class degenerate,1
entity boundary data-class,1
factory controller small-class,10
data-provider small-class,7
entity boundary small-class,7
small-class,2
data-provider boundary,75
pure-controller degenerate,1
commander boundary small-class,12
boundary degenerate small-class,44
large-class,1
pure-controller small-class,5
boundary,41
degenerate,16
data-provider boundary data-class,2
entity data-provider boundary,42
controller small-class,7
unclassified,103
entity commander boundary,9
pure-controller degenerate small-class,43
commander boundary lazy-class degenerate,1
data-provider data-class small-class,7
data-provider,41
data-provider lazy-class small-class,1
commander data-class,1
entity boundary degenerate,1
commander small-class,5
empty,327
commander,11
data-provider boundary small-class,26
boundary degenerate,29
commander boundary,11
data-class small-class,3
entity boundary,77
entity boundary lazy-class,1
boundary small-class,4
commander data-class small-class,3
minimal-entity boundary,1
degenerate small-class,10
Total,1017
