Unique Method Stereotype,Method Count
get property,1
predicate,5
factory collaborator incidental,1
property set,2
predicate non-void-command,3
get set collaborator,6
factory collaborator stateless,4
property factory controller,4
factory collaborator,1
get property non-void-command factory collaborator,2
unclassified,3
property factory collaborator,10
get property wrapper,1
get non-void-command,1
void-accessor set collaborator,1
void-accessor command collaborator,12
predicate collaborator,1
factory wrapper stateless,9
property factory wrapper,16
factory controller,2
empty,22
command,125
collaborator stateless,3
set factory collaborator,7
command collaborator,274
get non-void-command collaborator,6
property wrapper,9
property controller,8
property non-void-command collaborator,83
set collaborator,10
property,12
constructor,190
get property collaborator,1
set,28
get set,22
wrapper,7
stateless,2
property set collaborator,2
predicate non-void-command collaborator,29
copy-constructor,7
controller,46
incidental,38
get collaborator,16
controller stateless,85
non-void-command factory collaborator,23
predicate controller,2
property set factory collaborator,5
property collaborator,1
property non-void-command,78
predicate set,1
property non-void-command factory collaborator,39
get property non-void-command,1
wrapper stateless,40
collaborator incidental,21
get,29
factory controller stateless,13
Total,1370
