Unique Class Stereotype,Class Count
entity,3
data-provider boundary data-class,1
minimal-entity commander boundary,1
controller lazy-class,1
controller degenerate,1
factory degenerate small-class,1
data-provider data-class,1
boundary small-class,2
entity minimal-entity boundary,1
commander degenerate,1
lazy-class,1
entity factory controller,1
pure-controller degenerate,3
boundary data-class small-class,2
small-class,33
boundary degenerate,5
commander boundary,43
entity data-provider boundary,3
degenerate small-class,5
data-provider data-class small-class,4
data-provider,13
lazy-class degenerate,4
pure-controller degenerate small-class,19
factory pure-controller small-class,1
entity commander boundary,25
boundary degenerate small-class,29
entity small-class,4
empty,473
factory controller,2
commander,12
data-provider boundary small-class,3
data-provider boundary,6
data-provider boundary data-class small-class,3
unclassified,76
controller small-class,8
pure-controller small-class,6
degenerate,12
boundary,56
entity factory controller small-class,7
controller,2
factory pure-controller degenerate small-class,5
entity boundary small-class,49
commander boundary small-class,41
entity boundary,73
data-class small-class,2
commander small-class,1
commander boundary data-class small-class,3
entity boundary degenerate,1
factory controller small-class,20
data-class,3
Total,1072
