Unique Class Stereotype,Class Count
pure-controller degenerate small-class,1
commander boundary degenerate,1
pure-controller small-class,2
data-provider boundary small-class,1
commander,28
commander boundary small-class,10
boundary,3
entity boundary small-class,1
small-class,11
entity boundary,4
commander small-class,26
commander boundary,6
commander boundary data-class small-class,1
commander data-class small-class,3
unclassified,9
empty,3
boundary small-class,7
boundary degenerate small-class,2
entity commander boundary,2
Total,121
