Unique Method Stereotype,Method Count
predicate wrapper,1
non-void-command collaborator,4
non-void-command factory collaborator,1
factory wrapper stateless,2
property wrapper,4
void-accessor set collaborator,1
get non-void-command,1
wrapper,22
property set collaborator,2
factory collaborator stateless,1
factory collaborator,1
unclassified,2
command,113
factory controller,1
empty,3
void-accessor command collaborator,2
property,1
get collaborator,1
predicate non-void-command collaborator,2
incidental,4
controller,6
wrapper stateless,17
set,41
constructor,21
property factory wrapper,1
property set,1
command collaborator,46
set collaborator,4
property non-void-command collaborator,11
predicate non-void-command,1
property factory collaborator,4
controller stateless,5
get,1
collaborator incidental,2
property non-void-command factory collaborator,1
property non-void-command,2
get wrapper,1
void-accessor controller,2
void-accessor command,2
Total,338
