Unique Class Stereotype,Class Count
lazy-class degenerate,1
entity data-provider boundary,1
factory pure-controller degenerate,1
boundary data-class,1
entity factory controller small-class,2
data-provider,2
data-provider boundary,5
entity minimal-entity boundary,2
controller degenerate,1
boundary lazy-class degenerate,1
controller,4
factory pure-controller degenerate small-class,3
factory controller degenerate,2
boundary data-class small-class,1
controller small-class,2
unclassified,44
boundary controller,1
data-provider data-class small-class,4
data-class small-class,5
entity boundary,20
factory degenerate small-class,20
entity boundary data-class,1
factory controller small-class,6
data-class,17
degenerate small-class,4
boundary lazy-class,1
data-provider boundary data-class small-class,3
entity small-class,1
empty,98
commander,25
pure-controller degenerate,6
boundary degenerate small-class,13
pure-controller degenerate small-class,23
entity commander boundary,1
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,18
data-provider data-class,1
factory degenerate,7
commander boundary,14
boundary degenerate,5
entity boundary small-class,24
small-class,12
commander boundary small-class,10
boundary,13
pure-controller small-class,4
degenerate,7
entity,2
data-provider lazy-class small-class,1
factory small-class,1
Total,443
