Unique Method Stereotype,Method Count
predicate non-void-command,1
unclassified,1
destructor,1
get non-void-command,1
wrapper,4
property,4
set,4
constructor,21
property set,1
void-accessor wrapper,6
predicate wrapper,1
get,14
command,11
property collaborator,4
property non-void-command,1
predicate set,1
predicate,4
void-accessor controller,3
copy-constructor,2
controller,1
predicate non-void-command collaborator,2
property wrapper,2
property non-void-command collaborator,3
set collaborator,1
property controller,3
void-accessor command collaborator,4
void-accessor collaborator,3
void-accessor,2
command collaborator,2
void-accessor command,1
get collaborator,2
Total,111
