Unique Method Stereotype,Method Count
set factory collaborator,1
get predicate wrapper,1
get command collaborator,3
void-accessor command collaborator,1
property set,3
get property non-void-command,8
empty,96
property non-void-command factory collaborator,107
property non-void-command,296
predicate set,4
property factory controller,11
factory collaborator,1
controller,169
incidental,164
copy-constructor,8
collaborator incidental,52
get,915
get property non-void-command collaborator,4
get non-void-command collaborator,14
property wrapper,91
property,77
command collaborator,1983
unclassified,6
get property non-void-command factory collaborator,3
constructor,881
factory controller,23
get property controller,1
set,855
property controller,42
property non-void-command collaborator,760
set collaborator,211
factory controller stateless,196
controller stateless,929
non-void-command factory collaborator,133
predicate controller,28
factory collaborator stateless,55
property set collaborator,8
property collaborator,4
stateless,8
get non-void-command,13
get property wrapper,3
get controller,4
get collaborator,272
wrapper stateless,654
get command,3
predicate non-void-command,136
property factory collaborator,18
predicate non-void-command collaborator,157
wrapper,95
non-void-command factory,2
get factory collaborator,3
get set,13
get predicate controller,1
predicate wrapper,23
collaborator stateless,13
predicate,12
get non-void-command factory collaborator,1
factory collaborator incidental,2
get set collaborator,15
get wrapper,4
get property,1
get predicate collaborator,1
factory wrapper stateless,5
command,1747
property factory wrapper,2
factory stateless,1
Total,11353
