Class Stereotype,Stereotype Count
entity,173
minimal-entity,13
data-provider,95
commander,534
boundary,631
factory,64
controller,60
pure-controller,208
large-class,0
lazy-class,32
degenerate,447
data-class,151
small-class,573
empty,503
unclassified,218
Total,3702
