Unique Class Stereotype,Class Count
entity boundary degenerate,1
entity boundary data-class small-class,1
boundary lazy-class degenerate,2
data-provider lazy-class,1
lazy-class,3
commander data-class small-class,2
commander small-class,72
boundary data-class,4
commander lazy-class,2
data-provider boundary lazy-class degenerate,2
factory degenerate,2
boundary small-class,5
data-provider data-class,11
factory controller degenerate,1
commander lazy-class small-class,1
controller degenerate,7
degenerate small-class,41
boundary lazy-class,4
degenerate,72
boundary,85
pure-controller small-class,9
entity minimal-entity commander boundary,1
small-class,31
boundary degenerate small-class,63
factory pure-controller degenerate,6
entity small-class,4
factory controller,5
commander boundary small-class,42
entity data-provider boundary,4
pure-controller degenerate,52
unclassified,219
controller small-class,14
minimal-entity commander boundary,2
entity boundary small-class,42
pure-controller degenerate small-class,114
entity commander boundary,14
commander boundary data-class small-class,3
entity boundary,83
commander,200
data-class,64
commander boundary,186
factory pure-controller degenerate small-class,20
boundary degenerate,45
minimal-entity lazy-class,1
commander boundary degenerate,3
factory pure-controller small-class,3
lazy-class small-class,5
entity factory controller,2
data-provider boundary small-class,2
controller,11
pure-controller,4
entity,5
empty,486
data-provider lazy-class small-class,4
controller lazy-class small-class,2
data-provider,23
lazy-class degenerate,4
boundary data-class small-class,10
data-provider boundary,5
entity minimal-entity boundary,6
entity factory controller small-class,9
factory controller data-class small-class,1
data-provider boundary data-class,1
factory degenerate small-class,8
data-provider boundary lazy-class small-class,1
minimal-entity boundary,3
data-class small-class,14
commander degenerate,2
factory controller small-class,6
data-provider small-class,2
data-provider data-class small-class,20
data-provider boundary data-class small-class,11
Total,2196
