Unique Method Stereotype,Method Count
property,1
property non-void-command collaborator,2
non-void-command,1
get property,1
property non-void-command,4
get,4
get collaborator,5
non-void-command collaborator,1
property set,2
set,8
constructor,17
command,30
collaborator,1
predicate non-void-command collaborator,2
property wrapper,3
set collaborator,2
wrapper stateless,18
collaborator stateless,1
void-accessor command collaborator,1
command collaborator,43
controller stateless,5
void-accessor controller,2
predicate,2
void-accessor set collaborator,2
predicate collaborator,1
wrapper,7
Total,166
