Unique Class Stereotype,Class Count
commander boundary degenerate,1
boundary small-class,1
entity minimal-entity boundary,2
data-provider boundary small-class,1
entity factory controller small-class,1
controller,1
boundary data-class small-class,1
entity,5
commander degenerate,1
entity data-provider boundary,1
commander small-class,5
data-provider,3
boundary degenerate small-class,18
commander lazy-class degenerate,1
small-class,4
entity boundary lazy-class degenerate,1
entity boundary small-class,8
factory controller data-class,1
unclassified,21
controller small-class,4
data-provider boundary,1
entity boundary,28
commander boundary small-class,6
commander boundary,11
boundary degenerate,7
factory controller,1
entity small-class,2
empty,89
commander,5
factory controller small-class,1
pure-controller degenerate,9
entity factory controller,2
minimal-entity commander boundary,1
entity commander boundary,6
pure-controller degenerate small-class,39
degenerate small-class,7
boundary,12
degenerate,9
pure-controller small-class,1
controller degenerate,2
entity factory controller data-class small-class,1
Total,321
