Unique Method Stereotype,Method Count
factory wrapper,1
unclassified,1
factory collaborator,1
controller,8
incidental,17
copy-constructor,2
property non-void-command factory collaborator,48
property non-void-command,31
collaborator incidental,24
get property non-void-command collaborator,4
get,4
void-accessor command,1
factory controller stateless,4
property controller,14
property non-void-command collaborator,258
property wrapper,15
get non-void-command collaborator,11
property factory,1
predicate non-void-command,25
get property factory wrapper,3
get property factory controller,1
property set,9
constructor,183
get wrapper,3
controller stateless,147
non-void-command factory collaborator,12
predicate controller,4
predicate wrapper,3
void-accessor,1
predicate collaborator,3
factory wrapper stateless,2
non-void-command collaborator,2
get non-void-command,2
property factory collaborator,7
command collaborator,115
property,3
collaborator,2
set factory collaborator,1
collaborator stateless,4
void-accessor command collaborator,17
get property set collaborator,3
predicate set collaborator,3
wrapper stateless,72
command,84
property factory wrapper,4
set,15
void-accessor set collaborator,3
get property collaborator,1
predicate non-void-command collaborator,33
wrapper,18
get collaborator,8
property set collaborator,16
property collaborator,6
stateless,1
predicate,7
destructor,9
factory controller,1
empty,6
get set collaborator,8
get property non-void-command factory collaborator,1
void-accessor controller,1
property factory controller,5
property set factory collaborator,2
set collaborator,9
non-void-command,1
Total,1311
