Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
commander lazy-class degenerate,1
commander lazy-class small-class,1
data-provider boundary lazy-class,1
commander boundary data-class,1
data-provider degenerate,2
factory controller small-class,1
entity minimal-entity boundary,1
data-provider lazy-class small-class,1
lazy-class degenerate,3
data-provider lazy-class,2
pure-controller degenerate,6
controller degenerate,3
boundary data-class,3
data-provider data-class small-class,7
data-provider boundary degenerate,5
minimal-entity commander boundary,1
boundary degenerate small-class,42
small-class,26
boundary degenerate,18
controller,8
commander boundary,32
lazy-class,3
commander boundary small-class,28
commander boundary data-class small-class,4
entity boundary degenerate,4
commander small-class,19
data-class small-class,4
entity boundary,47
data-class,3
entity commander boundary,10
pure-controller degenerate small-class,42
data-provider small-class,18
lazy-class data-class small-class,1
data-provider lazy-class degenerate,3
boundary data-class small-class,4
data-provider data-class,1
boundary small-class,9
commander data-class small-class,4
data-provider boundary,68
unclassified,102
controller small-class,15
data-provider boundary data-class small-class,5
pure-controller small-class,7
boundary,58
degenerate,24
entity small-class,1
empty,381
commander,22
data-provider boundary small-class,31
entity data-provider boundary,17
data-provider,30
degenerate small-class,15
entity boundary lazy-class degenerate,1
entity boundary small-class,26
large-class degenerate,1
Total,1174
