Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
property command collaborator,4
get property controller,2
predicate set collaborator,14
set collaborator,96
property controller,129
property non-void-command collaborator,332
collaborator incidental,249
get property non-void-command collaborator,2
get,163
property collaborator,434
predicate set,17
property non-void-command,100
property non-void-command factory collaborator,5
predicate,243
get predicate,1
empty,80
command,505
predicate controller,79
property wrapper,190
get non-void-command collaborator,25
incidental,181
property set collaborator,19
predicate non-void-command collaborator,253
wrapper,87
get predicate non-void-command,1
get set,72
destructor,216
wrapper stateless,257
set,110
constructor,883
non-void-command factory collaborator,5
controller stateless,385
property,167
command collaborator,646
predicate wrapper,44
void-accessor wrapper,2
predicate non-void-command,81
get property collaborator,17
void-accessor set collaborator,3
get non-void-command,29
get property wrapper,5
factory collaborator stateless,2
collaborator,44
void-accessor command collaborator,24
copy-constructor,36
void-accessor collaborator,7
predicate collaborator,166
void-accessor,4
get wrapper,29
get property,4
unclassified,26
controller,111
factory collaborator,1
get predicate collaborator,2
property factory collaborator,4
void-accessor controller,5
property factory controller,1
get collaborator,164
get controller,6
void-accessor command,5
factory controller stateless,2
get set collaborator,17
property set,2
Total,6796
