Method Stereotype,Stereotype Count
get,130
predicate,87
property,304
void-accessor,30
set,84
command,300
non-void-command,282
collaborator,392
controller,266
wrapper,120
constructor,232
copy-constructor,4
destructor,0
factory,83
incidental,47
stateless,251
empty,43
unclassified,3
Total,2658
