Unique Method Stereotype,Method Count
wrapper stateless,1
get collaborator,1
collaborator incidental,1
get property non-void-command collaborator,1
get set collaborator,1
get non-void-command factory collaborator,1
predicate,1
property wrapper,4
incidental,11
predicate non-void-command collaborator,16
predicate non-void-command,4
non-void-command factory collaborator,4
command collaborator,19
predicate set,1
property non-void-command,10
property non-void-command factory collaborator,4
constructor,21
property set,2
property non-void-command collaborator,28
set collaborator,2
property,6
predicate set collaborator,2
command,9
property set collaborator,3
stateless,2
collaborator stateless,1
get property set factory collaborator,1
empty,1
factory controller,3
property factory collaborator,1
Total,162
