Method Stereotype,Stereotype Count
get,2039
predicate,551
property,3066
void-accessor,74
set,4810
command,2965
non-void-command,1317
collaborator,10798
controller,466
wrapper,2058
constructor,9069
copy-constructor,14
destructor,225
factory,71
incidental,1170
stateless,357
empty,1935
unclassified,64
Total,41049
