Unique Class Stereotype,Class Count
entity,1
pure-controller degenerate,1
entity minimal-entity boundary,5
data-provider boundary lazy-class,1
entity boundary small-class,21
small-class,2
boundary data-class small-class,3
unclassified,33
commander boundary data-class small-class,2
commander small-class,4
entity minimal-entity commander boundary,2
commander boundary,51
boundary degenerate,8
entity commander boundary,18
boundary degenerate small-class,8
entity boundary,56
commander boundary small-class,7
data-provider boundary small-class,11
empty,702
commander,13
data-provider boundary,24
commander boundary data-class,1
pure-controller small-class,6
degenerate,9
boundary,55
lazy-class,9
controller degenerate,1
data-provider data-class small-class,19
data-provider,12
degenerate small-class,1
data-provider small-class,4
boundary data-class,1
entity data-provider boundary,9
boundary small-class,1
data-provider data-class,1
data-provider boundary data-class,3
Total,1105
