Unique Method Stereotype,Method Count
get property,1
void-accessor command collaborator,4
non-void-command factory collaborator,1
predicate non-void-command,4
void-accessor controller,2
predicate wrapper,4
get wrapper,24
get controller,3
get set collaborator,21
property set,4
property set collaborator,9
get non-void-command collaborator,4
property wrapper,51
command collaborator,155
get non-void-command,15
void-accessor set collaborator,4
get property wrapper,2
property non-void-command,33
property collaborator,154
controller stateless,110
wrapper stateless,103
get property collaborator,2
set,38
constructor,358
destructor,121
predicate collaborator,23
wrapper,27
get set,15
command,76
empty,22
unclassified,26
predicate non-void-command collaborator,24
controller,16
copy-constructor,48
incidental,42
get collaborator,118
property controller,11
property non-void-command collaborator,230
set collaborator,104
get property non-void-command collaborator,4
get,41
collaborator incidental,22
predicate,94
property,43
predicate set collaborator,1
collaborator,30
Total,2244
