Unique Class Stereotype,Class Count
data-provider lazy-class small-class,3
entity boundary data-class,1
data-provider boundary lazy-class small-class,1
commander data-class small-class,3
boundary small-class,3
boundary data-class small-class,2
commander boundary,3
data-provider boundary data-class small-class,1
data-provider data-class small-class,2
entity boundary,24
data-provider boundary small-class,12
boundary degenerate small-class,17
pure-controller degenerate,2
unclassified,25
commander,7
empty,376
small-class,13
entity boundary small-class,16
commander boundary data-class small-class,2
commander small-class,11
entity boundary degenerate,2
data-provider boundary lazy-class,1
entity commander boundary,3
pure-controller degenerate small-class,3
data-class,3
boundary degenerate,5
degenerate small-class,7
boundary,22
degenerate,9
pure-controller small-class,5
data-provider boundary,15
entity data-provider boundary,3
data-provider,5
commander boundary small-class,3
lazy-class,1
commander degenerate,1
entity minimal-entity boundary,1
controller degenerate,1
boundary lazy-class degenerate,1
data-provider small-class,11
boundary data-class,2
Total,628
