Unique Class Stereotype,Class Count
commander lazy-class small-class,1
data-provider boundary data-class small-class,1
pure-controller,4
factory degenerate small-class,2
data-provider boundary degenerate,1
entity data-provider boundary,2
data-provider small-class,1
data-provider,2
commander boundary lazy-class degenerate,1
commander lazy-class,3
data-provider boundary,2
data-provider boundary small-class,9
entity data-provider boundary degenerate,1
commander boundary degenerate,6
commander degenerate,1
lazy-class,4
boundary data-class,3
commander boundary,21
boundary degenerate,50
commander boundary data-class,5
entity boundary small-class,51
small-class,22
controller small-class,7
unclassified,14
factory controller small-class,2
degenerate small-class,23
boundary lazy-class,3
boundary data-class small-class,5
entity boundary,61
entity commander boundary,3
pure-controller degenerate small-class,98
pure-controller degenerate,49
lazy-class small-class,1
entity factory controller,3
boundary degenerate small-class,64
commander boundary small-class,23
controller degenerate,7
boundary lazy-class degenerate,2
factory controller,1
commander,12
empty,328
entity small-class,1
entity factory controller small-class,2
controller,2
factory pure-controller degenerate small-class,3
entity,1
commander data-class,1
entity boundary degenerate,4
commander boundary data-class small-class,3
commander small-class,12
data-provider data-class,1
factory degenerate,1
boundary small-class,3
commander data-class small-class,10
boundary,15
degenerate,36
pure-controller small-class,5
Total,999
