Unique Method Stereotype,Method Count
factory collaborator,1
get set factory collaborator,1
property factory collaborator,5
predicate non-void-command,63
collaborator,4
factory collaborator incidental,13
property factory controller,1
wrapper,7
property,36
predicate,1
get set collaborator,29
factory controller stateless,11
property factory wrapper,9
get collaborator,41
void-accessor wrapper,4
wrapper stateless,1090
get non-void-command collaborator,1
property wrapper,288
non-void-command collaborator,276
predicate wrapper,6
factory wrapper stateless,15
factory collaborator stateless,13
void-accessor set collaborator,4
void-accessor controller,6
controller stateless,1562
set collaborator,181
property non-void-command collaborator,1486
property controller,40
constructor,1444
set,307
factory controller,1
empty,448
command,94
collaborator incidental,138
get,8
command collaborator,302
non-void-command factory collaborator,2
predicate controller,1
void-accessor collaborator,4
void-accessor command collaborator,12
collaborator stateless,34
property collaborator,2
property non-void-command,16
property non-void-command factory collaborator,69
property set collaborator,275
stateless,3
predicate non-void-command collaborator,6
incidental,69
copy-constructor,760
controller,69
Total,9258
