Unique Method Stereotype,Method Count
get wrapper,2
get property factory collaborator,1
property set,1
void-accessor command collaborator,4
predicate collaborator,12
property set collaborator,1
collaborator,5
predicate wrapper,6
command collaborator,35
command,24
unclassified,3
empty,2
constructor,46
set,5
void-accessor wrapper,3
wrapper stateless,12
property,12
predicate set collaborator,2
get set collaborator,2
controller stateless,24
get non-void-command collaborator,3
property wrapper,14
property collaborator,46
property non-void-command,8
property non-void-command collaborator,14
property controller,5
set collaborator,11
predicate,13
get command collaborator,1
collaborator incidental,1
get property non-void-command collaborator,1
get,8
get collaborator,19
void-accessor command,2
destructor,9
get set,1
wrapper,8
predicate controller,2
predicate non-void-command collaborator,2
copy-constructor,6
incidental,5
controller,5
Total,386
