Unique Method Stereotype,Method Count
get predicate non-void-command,1
predicate non-void-command,2
void-accessor command,1
empty,2
void-accessor command collaborator,2
get,26
get collaborator,15
predicate wrapper,2
property,31
predicate,36
get set,1
wrapper,3
get property wrapper,1
get non-void-command,2
predicate collaborator,1
destructor,10
property set,2
set,37
constructor,63
collaborator,1
command collaborator,34
property collaborator,12
predicate set,1
property non-void-command,11
command,52
unclassified,2
property wrapper,21
predicate controller,1
wrapper stateless,27
predicate non-void-command collaborator,3
incidental,4
copy-constructor,4
controller,14
property non-void-command collaborator,15
set collaborator,8
property controller,3
Total,451
