Unique Class Stereotype,Class Count
pure-controller small-class,1
degenerate small-class,2
data-class small-class,1
entity boundary small-class,1
small-class,14
data-provider small-class,5
boundary degenerate small-class,4
unclassified,16
empty,12
data-provider boundary degenerate,2
boundary,3
controller small-class,1
data-provider boundary,2
commander,3
data-provider boundary small-class,12
entity boundary,2
entity data-provider boundary,1
data-provider data-class small-class,1
data-provider,1
Total,84
