Unique Method Stereotype,Method Count
predicate wrapper,1
property command collaborator,1
get property non-void-command,1
factory stateless,5
empty,2
property,10
factory wrapper stateless,1
predicate collaborator,4
unclassified,3
property non-void-command factory,2
factory collaborator stateless,3
get set,2
wrapper,3
get set collaborator,1
void-accessor set collaborator,1
get non-void-command,2
get property wrapper,1
void-accessor,1
void-accessor collaborator,2
void-accessor command collaborator,11
command collaborator,15
predicate non-void-command,20
set collaborator,3
property controller,7
property non-void-command collaborator,49
get non-void-command collaborator,5
property wrapper,19
destructor,21
property set collaborator,6
get collaborator,20
collaborator incidental,3
get,43
controller,1
predicate non-void-command collaborator,16
incidental,12
copy-constructor,7
get property,2
command,31
set,23
property set,3
controller stateless,43
predicate,24
property collaborator,17
property non-void-command,13
property non-void-command factory collaborator,8
factory controller stateless,10
void-accessor wrapper,1
wrapper stateless,27
void-accessor command,4
get wrapper,6
non-void-command factory collaborator,2
predicate controller,4
constructor,63
get property controller,1
Total,586
