Unique Class Stereotype,Class Count
boundary degenerate,1
data-class,1
pure-controller degenerate small-class,2
degenerate small-class,3
degenerate,2
entity boundary small-class,1
empty,58
unclassified,13
entity boundary,3
data-provider boundary data-class,1
commander data-class small-class,1
data-provider data-class small-class,4
data-provider,2
factory controller degenerate,1
controller degenerate,2
boundary lazy-class,3
data-provider boundary small-class,1
commander,1
data-provider boundary,4
pure-controller degenerate,1
boundary,8
boundary degenerate small-class,1
Total,114
