Unique Class Stereotype,Class Count
pure-controller small-class,1
degenerate,4
commander data-class small-class,2
commander boundary small-class,3
unclassified,2
empty,110
commander small-class,3
boundary degenerate,5
commander boundary,2
pure-controller degenerate,1
boundary,3
commander,6
data-provider boundary small-class,3
entity boundary,7
entity commander boundary,4
boundary degenerate small-class,8
data-provider boundary data-class small-class,1
boundary small-class,1
entity small-class,1
entity boundary small-class,9
small-class,1
pure-controller degenerate small-class,6
Total,183
