Unique Class Stereotype,Class Count
commander boundary lazy-class degenerate,1
data-provider boundary small-class,8
commander boundary small-class,6
commander degenerate,1
boundary degenerate small-class,14
degenerate small-class,7
data-provider boundary,2
boundary degenerate,2
commander boundary,25
commander lazy-class small-class,1
entity commander boundary,7
pure-controller degenerate small-class,7
commander,6
empty,135
controller small-class,3
unclassified,1
commander data-class,2
boundary,5
degenerate,2
commander small-class,2
commander boundary data-class small-class,1
small-class,2
entity boundary small-class,1
boundary small-class,4
commander data-class small-class,1
entity boundary,7
data-provider boundary degenerate,1
entity factory controller small-class,1
commander boundary degenerate,2
data-provider small-class,1
Total,258
