Unique Method Stereotype,Method Count
predicate non-void-command,2
predicate,1
unclassified,1
property set factory collaborator,1
get property non-void-command,1
non-void-command,2
destructor,1
factory wrapper stateless,3
get,1
collaborator incidental,22
command collaborator,105
controller stateless,33
collaborator,4
stateless,3
constructor,80
set,24
predicate controller,1
non-void-command factory collaborator,3
command,91
factory controller,1
empty,4
wrapper stateless,68
property controller,3
property non-void-command collaborator,54
set collaborator,32
predicate wrapper,2
non-void-command collaborator,96
wrapper,33
factory collaborator stateless,4
void-accessor command collaborator,7
collaborator stateless,21
property non-void-command factory collaborator,7
property non-void-command,4
property collaborator,5
factory controller stateless,1
property wrapper,6
void-accessor controller,1
property,2
incidental,24
copy-constructor,17
predicate non-void-command collaborator,3
controller,2
Total,776
