Unique Method Stereotype,Method Count
get predicate collaborator,3
property factory collaborator,2
property set,2
get controller,12
void-accessor command,10
predicate non-void-command,1
void-accessor controller,22
get property wrapper,9
get non-void-command,36
void-accessor set collaborator,18
non-void-command collaborator,5
predicate wrapper,14
predicate collaborator,40
property,25
unclassified,59
get set,47
wrapper,37
collaborator,204
get wrapper,76
destructor,16
property set collaborator,23
get collaborator,1687
command collaborator,331
get property non-void-command collaborator,11
get,93
collaborator incidental,227
predicate controller,9
property non-void-command,14
property collaborator,2589
get property controller,4
constructor,2273
get property collaborator,38
set,84
predicate,83
set collaborator,109
property non-void-command collaborator,289
property controller,139
controller stateless,197
get non-void-command collaborator,61
property wrapper,348
predicate set collaborator,2
wrapper stateless,360
void-accessor wrapper,4
controller,32
incidental,63
predicate non-void-command collaborator,44
copy-constructor,63
command,189
empty,48
void-accessor,8
void-accessor command collaborator,223
void-accessor collaborator,99
get set collaborator,560
Total,10942
