Unique Class Stereotype,Class Count
minimal-entity,1
entity boundary data-class,1
factory controller small-class,1
data-provider boundary degenerate,1
boundary data-class,1
controller lazy-class,1
data-provider boundary data-class,1
data-provider lazy-class small-class,1
commander data-class,1
data-provider boundary small-class,7
entity data-provider boundary,3
data-provider boundary lazy-class,1
boundary data-class small-class,2
commander boundary degenerate,2
boundary degenerate,5
factory degenerate small-class,2
commander lazy-class,1
data-provider data-class small-class,2
degenerate small-class,5
data-provider boundary lazy-class degenerate,1
data-provider boundary data-class small-class,7
data-provider boundary,11
data-class small-class,4
entity boundary,18
controller data-class small-class,2
commander,12
empty,266
controller small-class,1
unclassified,42
data-provider small-class,9
entity boundary data-class small-class,1
pure-controller degenerate small-class,17
entity commander boundary,2
boundary degenerate small-class,5
pure-controller degenerate,3
lazy-class,1
data-provider,15
small-class,20
large-class degenerate,1
entity boundary small-class,17
controller degenerate,2
commander boundary,11
controller,1
commander boundary small-class,7
commander boundary data-class small-class,1
commander small-class,9
data-provider degenerate,1
degenerate,7
boundary,25
pure-controller small-class,5
data-provider data-class,1
factory degenerate,1
boundary small-class,4
commander data-class small-class,5
Total,574
