Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
entity factory controller small-class,1
data-provider data-class small-class,2
data-provider,1
boundary data-class small-class,2
data-provider boundary degenerate,1
data-provider boundary,2
minimal-entity commander boundary,2
boundary lazy-class data-class small-class,1
data-provider boundary data-class,2
lazy-class small-class,1
data-provider small-class,2
factory degenerate small-class,4
factory controller small-class,3
entity data-provider boundary,3
data-provider lazy-class,1
factory pure-controller degenerate small-class,1
controller,11
commander boundary,58
boundary degenerate,12
commander boundary degenerate,1
boundary degenerate small-class,17
data-provider boundary data-class small-class,12
entity commander boundary,8
pure-controller degenerate small-class,48
entity boundary small-class,85
small-class,19
controller small-class,18
unclassified,53
commander boundary data-class small-class,1
commander small-class,21
pure-controller degenerate,10
entity small-class,5
empty,338
commander,25
data-provider boundary small-class,5
commander boundary small-class,39
controller degenerate,7
degenerate small-class,15
factory degenerate,1
boundary small-class,6
commander data-class small-class,1
data-provider data-class,1
entity,5
degenerate,14
boundary,48
pure-controller small-class,3
data-class small-class,2
entity boundary,74
controller lazy-class small-class,1
Total,994
