Unique Method Stereotype,Method Count
collaborator incidental,2
factory controller stateless,1
predicate,1
set collaborator,1
property non-void-command factory collaborator,2
wrapper stateless,26
controller stateless,51
property factory wrapper,2
set,3
constructor,42
command,5
predicate non-void-command,1
non-void-command factory collaborator,3
property non-void-command collaborator,58
void-accessor wrapper,1
property non-void-command,1
copy-constructor,23
non-void-command collaborator,27
controller,2
get set,1
get non-void-command,2
wrapper,2
property wrapper,2
predicate non-void-command collaborator,2
command collaborator,8
get non-void-command collaborator,4
Total,273
