Unique Class Stereotype,Class Count
data-class small-class,1
commander data-class small-class,2
factory pure-controller degenerate small-class,1
entity factory controller small-class,1
boundary small-class,1
pure-controller degenerate,6
boundary degenerate small-class,3
small-class,1
entity boundary small-class,23
factory controller small-class,5
boundary degenerate,4
commander boundary,2
pure-controller small-class,1
commander small-class,2
commander boundary small-class,13
data-provider boundary small-class,2
empty,239
unclassified,3
pure-controller degenerate small-class,7
entity boundary,6
Total,323
