Unique Class Stereotype,Class Count
boundary,1
entity,1
commander small-class,2
degenerate small-class,1
commander,2
data-provider boundary small-class,6
commander boundary,1
boundary degenerate,2
commander boundary data-class small-class,1
entity boundary degenerate,1
pure-controller degenerate small-class,4
empty,161
unclassified,3
entity boundary,11
data-provider boundary data-class small-class,1
data-provider boundary,1
controller small-class,2
small-class,4
entity boundary small-class,43
commander data-class small-class,1
commander boundary small-class,9
entity commander boundary,5
boundary degenerate small-class,10
entity degenerate,1
Total,274
