Unique Method Stereotype,Method Count
predicate collaborator,1
void-accessor set,2
unclassified,1
get wrapper,3
property set,5
predicate,4
property set factory collaborator,1
get controller,1
factory controller stateless,2
destructor,6
get set collaborator,1
predicate wrapper,2
predicate non-void-command,5
controller,1
incidental,4
predicate non-void-command collaborator,9
void-accessor command,4
get set,1
wrapper,2
property set collaborator,6
void-accessor set collaborator,1
get non-void-command,1
command,36
empty,1
command collaborator,47
property wrapper,10
get non-void-command collaborator,6
void-accessor command collaborator,55
property,15
set,15
constructor,15
void-accessor wrapper,3
wrapper stateless,38
property controller,2
property non-void-command collaborator,65
set collaborator,5
set factory collaborator,1
property command collaborator,6
get,26
collaborator incidental,7
controller stateless,15
non-void-command factory collaborator,2
predicate controller,2
get collaborator,12
property collaborator,13
property non-void-command,6
property non-void-command factory collaborator,5
Total,471
