Unique Method Stereotype,Method Count
factory collaborator incidental,1
void-accessor controller,2
predicate set collaborator,2
predicate controller,3
void-accessor command,5
get controller,1
void-accessor set,1
non-void-command,1
empty,17
predicate wrapper,5
get set collaborator,8
predicate non-void-command,4
get wrapper,5
collaborator incidental,26
get,44
destructor,34
property set collaborator,9
predicate collaborator,11
get set,5
wrapper,8
property wrapper,38
get non-void-command collaborator,16
command collaborator,20
get property collaborator,1
set,20
get property controller,1
constructor,196
predicate,39
get property wrapper,1
get non-void-command,10
void-accessor set collaborator,2
command,52
unclassified,16
collaborator,10
property non-void-command factory collaborator,1
predicate set,2
property non-void-command,7
property collaborator,53
void-accessor collaborator,5
void-accessor command collaborator,88
property,21
controller stateless,18
set collaborator,13
property non-void-command collaborator,15
property controller,7
get collaborator,65
predicate non-void-command collaborator,12
copy-constructor,21
controller,6
incidental,17
void-accessor wrapper,4
wrapper stateless,32
Total,1001
