Unique Class Stereotype,Class Count
boundary data-class,1
data-provider,11
data-provider data-class small-class,3
commander data-class small-class,1
boundary small-class,7
data-provider boundary data-class small-class,8
data-provider boundary,9
data-provider small-class,9
boundary degenerate small-class,23
commander boundary small-class,2
commander boundary,5
boundary degenerate,1
small-class,10
entity boundary small-class,2
unclassified,9
data-provider boundary small-class,14
empty,139
commander,5
entity commander boundary,5
pure-controller degenerate small-class,3
entity data-provider boundary small-class,1
entity boundary,5
data-class small-class,2
boundary,10
degenerate,3
entity data-provider boundary,2
data-provider lazy-class small-class,2
degenerate small-class,2
boundary lazy-class,2
lazy-class data-class small-class,1
boundary data-class small-class,2
Total,299
