Unique Class Stereotype,Class Count
factory degenerate small-class,1
data-provider degenerate,1
entity data-provider boundary lazy-class degenerate,1
data-provider data-class small-class,10
factory controller small-class,1
data-provider boundary lazy-class small-class,4
boundary lazy-class degenerate,1
controller degenerate,5
entity minimal-entity data-provider boundary,1
commander lazy-class small-class,1
minimal-entity boundary,1
boundary data-class,2
entity minimal-entity boundary lazy-class,1
lazy-class,1
commander degenerate,1
lazy-class small-class,5
data-provider boundary lazy-class,2
data-provider boundary data-class small-class,9
controller lazy-class degenerate,1
entity minimal-entity boundary,5
degenerate small-class,34
small-class,41
entity boundary small-class,66
boundary degenerate small-class,101
entity commander boundary,3
pure-controller degenerate small-class,170
data-provider boundary,50
unclassified,59
controller small-class,18
data-provider boundary small-class,63
empty,573
commander,15
data-provider data-class,3
boundary small-class,6
commander data-class small-class,12
data-provider,32
commander boundary small-class,21
controller,6
commander boundary,7
boundary degenerate,13
entity data-provider boundary,23
commander boundary data-class small-class,2
commander small-class,41
entity boundary degenerate,6
boundary data-class small-class,9
data-provider small-class,36
entity boundary,70
data-class small-class,5
boundary,89
degenerate,33
pure-controller small-class,72
data-provider boundary data-class,2
Total,1735
