Unique Method Stereotype,Method Count
get property non-void-command collaborator,1
collaborator incidental,5
get,70
property,7
stateless,3
wrapper stateless,32
set,40
constructor,39
command collaborator,81
property factory collaborator,3
set collaborator,20
property non-void-command collaborator,22
predicate non-void-command,5
predicate wrapper,1
non-void-command factory collaborator,1
command,47
get collaborator,28
void-accessor command collaborator,1
wrapper,5
factory collaborator stateless,1
property wrapper,3
copy-constructor,1
incidental,10
predicate non-void-command collaborator,1
get set collaborator,1
predicate,14
factory controller,1
property non-void-command,14
property non-void-command factory collaborator,1
controller stateless,17
factory wrapper stateless,1
Total,476
