Unique Method Stereotype,Method Count
get non-void-command,1
property,2
get non-void-command factory collaborator,1
get property,2
get property non-void-command factory collaborator,1
unclassified,2
get set collaborator,1
property factory controller,1
property wrapper,16
command collaborator,441
command,173
property factory wrapper,2
constructor,219
set,15
stateless,1
factory controller stateless,13
get collaborator,14
controller stateless,1222
wrapper stateless,323
get property non-void-command,5
copy-constructor,1
predicate non-void-command collaborator,11
incidental,160
controller,51
predicate non-void-command,12
set collaborator,3
property controller,8
property non-void-command collaborator,116
non-void-command factory collaborator,9
predicate controller,4
property non-void-command factory collaborator,13
property non-void-command,27
wrapper,19
get set,1
empty,9
factory controller,4
get command collaborator,1
get,48
collaborator incidental,14
get property non-void-command collaborator,2
Total,2968
