Unique Class Stereotype,Class Count
entity boundary small-class,2
lazy-class degenerate,1
boundary small-class,6
data-provider data-class,1
degenerate small-class,28
data-provider,3
data-provider data-class small-class,3
empty,116
commander,7
data-provider boundary small-class,2
pure-controller degenerate,3
factory pure-controller degenerate small-class,1
controller,1
commander boundary,31
boundary degenerate,3
controller lazy-class degenerate,2
commander boundary degenerate,7
commander small-class,76
boundary,13
degenerate,187
data-provider boundary data-class small-class,2
unclassified,17
controller small-class,3
data-provider boundary,2
small-class,5
controller degenerate,1
data-class small-class,1
entity boundary,6
commander degenerate,1
commander boundary small-class,6
entity commander boundary,2
factory pure-controller small-class,1
pure-controller degenerate small-class,2
entity,1
Total,543
