Unique Method Stereotype,Method Count
get non-void-command factory collaborator,2
predicate set,2
property non-void-command,13
property non-void-command factory collaborator,10
predicate wrapper,8
collaborator incidental,11
get,2
incidental,3
copy-constructor,3
controller,6
wrapper stateless,56
get non-void-command collaborator,2
property wrapper,26
command collaborator,141
property collaborator,6
stateless,1
property set collaborator,8
set,68
constructor,211
empty,13
predicate controller,1
predicate non-void-command,5
property non-void-command collaborator,82
set collaborator,39
property controller,8
non-void-command factory collaborator,5
controller stateless,85
predicate non-void-command collaborator,10
wrapper,67
get set,4
factory collaborator stateless,3
void-accessor command collaborator,6
collaborator stateless,9
get property set factory collaborator,1
get property wrapper,1
get property collaborator,1
void-accessor set collaborator,1
non-void-command collaborator,101
get non-void-command,1
factory wrapper,1
predicate,3
command,147
property factory wrapper,5
factory controller stateless,7
void-accessor command,1
destructor,1
get collaborator,3
property factory collaborator,3
predicate set collaborator,1
get predicate,1
factory wrapper stateless,4
predicate collaborator,1
set factory collaborator,1
collaborator,1
get wrapper,2
unclassified,1
get property non-void-command factory collaborator,1
get set collaborator,1
property factory controller,3
get set factory collaborator,1
Total,1211
