Unique Method Stereotype,Method Count
factory controller stateless,1
get predicate collaborator,1
get set collaborator,5
property factory collaborator,3
get predicate non-void-command,1
unclassified,8
property set,7
stateless,1
property set collaborator,9
non-void-command,1
void-accessor set,3
predicate wrapper,5
non-void-command collaborator,6
predicate set collaborator,4
get factory collaborator,1
property command collaborator,2
collaborator,6
get wrapper,9
get non-void-command collaborator,12
property wrapper,76
empty,8
controller stateless,60
get set,1
wrapper,5
destructor,39
predicate collaborator,27
set collaborator,26
property controller,15
property non-void-command collaborator,175
predicate non-void-command,60
command collaborator,101
set,50
constructor,170
void-accessor wrapper,2
wrapper stateless,81
command,120
property non-void-command factory collaborator,1
property non-void-command,27
property collaborator,78
get property wrapper,1
get non-void-command,5
void-accessor set collaborator,15
predicate,83
void-accessor controller,9
predicate controller,10
get collaborator,120
void-accessor command,28
incidental,13
copy-constructor,21
predicate non-void-command collaborator,65
controller,8
get property non-void-command collaborator,4
collaborator incidental,26
get,88
property,43
void-accessor command collaborator,110
void-accessor collaborator,9
Total,1865
