Unique Method Stereotype,Method Count
factory collaborator incidental,2
property factory wrapper,2
predicate non-void-command,1
collaborator,3
void-accessor command collaborator,1
get property non-void-command,1
destructor,1
get property,2
get set factory collaborator,1
predicate,2
stateless,3
set,20
predicate wrapper,2
non-void-command collaborator,36
get property set collaborator,1
get non-void-command collaborator,1
property wrapper,19
non-void-command factory collaborator,12
property,9
factory collaborator,2
unclassified,4
command,40
collaborator stateless,10
wrapper stateless,61
constructor,118
controller stateless,58
empty,4
factory controller,4
get property non-void-command collaborator,2
collaborator incidental,27
get,22
wrapper,47
property non-void-command,13
property collaborator,2
property non-void-command factory collaborator,4
property factory controller,1
get controller,1
factory controller stateless,4
command collaborator,69
property factory collaborator,2
incidental,10
predicate non-void-command collaborator,1
copy-constructor,3
controller,8
predicate collaborator,2
factory wrapper stateless,1
property non-void-command collaborator,79
property controller,9
set collaborator,16
get collaborator,8
Total,751
