Unique Class Stereotype,Class Count
degenerate,2
degenerate small-class,1
commander boundary data-class small-class,1
commander small-class,1
commander boundary degenerate,2
data-provider boundary,1
boundary small-class,1
data-provider lazy-class,1
data-provider data-class small-class,1
data-provider,2
pure-controller degenerate small-class,2
commander data-class small-class,2
entity commander boundary,1
boundary degenerate small-class,10
data-provider boundary lazy-class small-class,1
entity boundary,11
commander boundary small-class,7
data-provider boundary small-class,4
commander,2
small-class,1
entity boundary small-class,3
pure-controller degenerate,1
boundary,8
entity factory controller,1
controller,2
commander boundary,10
boundary degenerate,8
empty,68
unclassified,9
Total,164
