Unique Method Stereotype,Method Count
get property,1
factory collaborator stateless,3
non-void-command,3
get non-void-command,2
collaborator,2
property,4
property factory collaborator,4
factory wrapper stateless,4
get property non-void-command collaborator,2
get,21
collaborator incidental,8
void-accessor controller,1
void-accessor command collaborator,2
unclassified,1
get wrapper,1
predicate non-void-command,12
get non-void-command collaborator,8
property wrapper,3
wrapper,39
collaborator stateless,7
set,35
get property controller,1
constructor,188
command,157
command collaborator,187
get collaborator,27
controller stateless,29
set collaborator,33
property non-void-command collaborator,91
property controller,3
predicate set,1
property non-void-command factory collaborator,4
property collaborator,6
property non-void-command,18
controller,18
predicate non-void-command collaborator,24
incidental,51
copy-constructor,5
empty,11
factory controller,1
predicate,6
stateless,1
wrapper stateless,10
predicate wrapper,5
non-void-command collaborator,18
non-void-command factory collaborator,3
predicate controller,7
get factory collaborator,1
Total,1069
