Unique Class Stereotype,Class Count
controller degenerate,1
degenerate small-class,12
entity boundary data-class small-class,1
entity commander boundary,6
pure-controller degenerate small-class,1
data-class,1
entity boundary small-class,18
small-class,7
commander boundary,20
commander small-class,7
data-provider boundary small-class,2
entity small-class,1
empty,151
commander,18
commander boundary small-class,3
pure-controller degenerate,1
unclassified,7
controller small-class,2
data-provider boundary,1
boundary,6
pure-controller small-class,16
entity boundary,15
data-class small-class,1
data-provider data-class small-class,3
data-provider,1
data-provider small-class,1
boundary data-class small-class,1
factory degenerate small-class,3
factory controller small-class,3
boundary small-class,2
commander data-class small-class,1
entity factory controller small-class,2
Total,315
