Unique Method Stereotype,Method Count
get wrapper,6
void-accessor command collaborator,1
factory wrapper,1
stateless,4
property factory controller,1
void-accessor command,3
void-accessor controller,4
factory controller stateless,31
predicate controller,1
non-void-command factory collaborator,107
get property non-void-command factory collaborator,1
predicate wrapper,2
get collaborator,78
property controller,4
set collaborator,47
property non-void-command collaborator,128
predicate non-void-command,16
property,4
factory wrapper stateless,8
constructor,115
set,61
command,163
command collaborator,243
controller stateless,220
wrapper stateless,59
property collaborator,1
property non-void-command,41
property non-void-command factory collaborator,28
predicate,4
get non-void-command collaborator,1
property wrapper,4
property factory collaborator,6
copy-constructor,2
incidental,63
predicate non-void-command collaborator,24
controller,10
empty,127
factory controller,6
get property non-void-command collaborator,1
get,94
collaborator incidental,96
factory collaborator stateless,7
get non-void-command,1
get set,2
collaborator stateless,13
get set collaborator,3
Total,1842
