Unique Class Stereotype,Class Count
data-provider boundary,1
factory degenerate small-class,2
pure-controller,1
data-provider boundary data-class small-class,1
entity factory controller small-class,3
commander data-class,1
entity,1
controller,3
factory pure-controller degenerate,3
data-provider small-class,2
data-provider boundary data-class,4
entity data-provider boundary,1
lazy-class small-class,1
small-class,9
entity boundary small-class,19
controller small-class,4
unclassified,81
boundary lazy-class degenerate,1
controller degenerate,12
factory controller small-class,2
entity commander boundary,4
pure-controller degenerate small-class,25
data-class,59
lazy-class degenerate,1
commander boundary degenerate,2
boundary degenerate small-class,18
commander boundary,82
boundary degenerate,13
commander small-class,13
commander boundary small-class,56
commander degenerate,1
empty,214
commander,78
pure-controller degenerate,64
degenerate small-class,11
entity minimal-entity boundary,2
entity boundary,25
data-class small-class,9
large-class,1
boundary,34
pure-controller small-class,2
degenerate,9
data-provider data-class small-class,15
data-provider,10
boundary data-class,2
data-provider lazy-class degenerate,1
boundary data-class small-class,4
factory degenerate,2
boundary small-class,7
data-provider data-class,4
Total,920
