Unique Class Stereotype,Class Count
data-provider boundary small-class,1
factory controller small-class,1
data-provider boundary data-class,2
entity data-provider boundary,7
entity boundary small-class,3
data-provider degenerate,1
data-provider lazy-class small-class,1
data-provider small-class,5
factory degenerate small-class,13
data-provider data-class small-class,5
data-provider boundary data-class small-class,4
data-provider boundary,10
boundary degenerate,9
commander boundary,81
factory pure-controller degenerate small-class,1
controller,3
commander boundary small-class,11
lazy-class small-class,1
entity boundary,14
boundary degenerate small-class,11
commander lazy-class degenerate,1
pure-controller degenerate,16
commander degenerate,3
lazy-class,1
controller degenerate,2
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,18
degenerate small-class,10
entity factory controller small-class,1
boundary,32
degenerate,28
pure-controller small-class,5
pure-controller,4
entity commander boundary,9
pure-controller degenerate small-class,9
small-class,17
commander data-class small-class,1
data-provider data-class,3
empty,291
commander,89
entity small-class,1
unclassified,139
controller small-class,2
data-provider,21
Total,889
