Unique Method Stereotype,Method Count
predicate collaborator,1
property set factory collaborator,2
collaborator,2
property factory controller,2
collaborator stateless,2
get non-void-command factory collaborator,3
property non-void-command factory collaborator,10
predicate set,2
property non-void-command,442
property factory collaborator,8
predicate controller,15
get non-void-command,81
get property wrapper,1
incidental,64
controller,168
wrapper,181
predicate non-void-command collaborator,45
copy-constructor,8
wrapper stateless,197
get command,5
get,414
get command collaborator,4
collaborator incidental,11
get property non-void-command collaborator,7
set collaborator,88
property non-void-command collaborator,272
property controller,25
predicate wrapper,8
predicate non-void-command,181
non-void-command factory collaborator,19
controller stateless,340
factory controller stateless,6
get collaborator,205
get controller,1
empty,87
factory controller,3
constructor,417
set,110
property,56
command collaborator,1027
get non-void-command collaborator,15
property wrapper,65
get set collaborator,23
property set collaborator,6
property collaborator,2
stateless,6
factory wrapper stateless,2
command,1134
property factory wrapper,6
predicate,34
property set,10
unclassified,13
factory collaborator stateless,14
get property,1
void-accessor set collaborator,1
get property non-void-command,10
get property set,3
get set,87
get predicate non-void-command,1
get wrapper,43
get property set collaborator,18
void-accessor command collaborator,2
factory wrapper,1
predicate set collaborator,1
Total,6018
